Symbol,ROE,DebtToEquity,EPS,BookValuePerShare,CurrentRatio,NetProfitMargin,Segment,DilutedEPS,RevenueCr,NetProfitCr,OperatingMargin,ROA,TotalDebtCr,EquityCr,TotalAssetsCr,CashCr,SharesOutstandingCr,EffectiveTaxRate
MITTAL,3.56,0.2949,0.05,1.45,1.31,2.51,Trade of fabrics,0.0,91.45,2.29,,2.08,18.96,64.31,110.09,0.46,44.3901,
MKPL,8.95,0.4743,0.18,2.03,2.25,1.78,MANUFACTURING OF VEGETABLE REFINED OIL,0.18,382.88,6.83,,5.21,36.19,76.3,131.2,0.44,37.5372,
MMFL,11.04,1.0413,23.58,213.56,1.15,7.37,Manufacturing of Steel forgings,23.58,1545.16,113.86,,4.47,1073.63,1031.09,2548.52,222.39,4.8282,
MMP,8.95,0.5325,12.21,131.24,1.26,3.76,,12.21,824.0,31.01,,4.96,184.52,346.51,624.94,1.97,2.6403,
MMTC,18.27,0.0,2.58,14.14,3.4,11360.12,,2.58,3.41,387.38,,13.86,,2120.72,2795.87,2.7,150.0,
MOBIKWIK,-11.52,0.4846,-7.93,68.44,1.47,-5.55,The Company operates in a single operating segment which is financial and payment services,-7.93,1119.23,-62.1,,-4.41,261.17,538.9,1408.57,239.13,7.8735,
MODINATUR,29.21,0.9365,38.01,129.36,1.66,6.99,,38.01,719.18,50.28,,12.37,161.21,172.14,406.61,1.83,1.3306,
MODIRUBBER,-5.28,0.0068,-7.75,146.81,2.33,-413.95,Real Estate,-7.75,4.69,-19.41,,-4.49,2.5,367.62,432.25,2.83,2.504,
MODIS,18.65,0.0358,14.91,79.99,2.09,15.43,Construction,14.91,189.31,29.22,,9.58,5.62,156.7,304.97,1.41,1.9591,
MODISONLTD,26.41,0.6352,22.35,84.64,1.81,10.21,Manufacturig of Electrical Contacts,22.35,710.33,72.54,,14.43,174.47,274.66,502.78,0.14,3.245,
MODTHREAD,8.91,0.2231,3.75,42.07,1.7,4.34,TEXTILE,3.75,300.58,13.04,,5.1,32.65,146.32,255.39,4.2,3.4775,
MOHITIND,-0.85,0.6017,-0.56,65.37,0.86,-0.56,Textile Business,-0.56,139.9,-0.79,,-0.53,55.68,92.54,149.66,0.03,1.4158,
MOIL,9.87,0.0,13.14,133.14,3.02,18.16,,13.14,1472.84,267.48,,8.34,,2709.25,3205.67,5.12,20.3485,
MOKSH,7.63,0.1889,0.56,14.63,3.24,1.45,The entrire operations of the company relate to one segment only. Hence Segment reporting as per Ind AS 108 is not applicable,0.56,678.95,9.85,,5.33,24.39,129.1,184.8,0.12,8.8249,
MOL,1.86,0.4699,1.13,60.74,1.07,1.32,,1.13,2173.96,28.74,,0.95,725.96,1544.78,3020.58,15.81,25.4314,
MOLDTECH,7.88,0.0,3.51,44.47,2.18,5.55,Structural Engineering and Design Services,3.51,181.68,10.09,,5.87,,128.1,171.96,25.17,2.8805,
MOLDTKPAC,10.56,0.3111,21.93,207.63,1.49,8.22,Packaging Containers,21.93,886.61,72.87,,6.89,214.67,689.98,1058.22,0.17,3.3232,
MONARCH,18.65,0.0275,22.91,122.55,2.6,48.69,,22.81,372.17,181.19,,11.52,26.76,971.41,1572.32,273.05,7.9268,
MONEYBOXX,0.45,0.0224,0.2,42.43,,0.58,NBFC,0.2,231.77,1.34,,0.13,,296.23,995.32,82.89,6.9809,
MONTECARLO,12.37,0.3633,54.05,436.99,1.68,8.78,Manufacture and trading of textile garments,54.05,1275.91,112.06,,5.84,329.08,905.87,1920.47,1.59,2.073,
MOREPENLAB,7.61,0.1561,1.73,22.76,2.37,5.25,Pharmaceuticals,1.73,1805.69,94.88,,4.9,194.69,1247.09,1936.12,31.19,54.7921,
MOSCHIP,8.62,0.088,1.83,21.1,1.62,6.02,,1.75,585.15,35.2,,4.74,35.95,408.59,743.04,33.39,19.3669,
MOTHERSON,9.36,0.0039,3.66,41.37,1.06,3.24,,3.66,126103.67,4085.55,,3.7,15894.93,43659.16,110495.25,7515.82,1055.44,
MOTILALOFS,14.46,0.0,31.12,1295216.78,,19.98,,30.46,9373.97,1872.46,,4.31,,12952.17,43467.7,5161.21,0.01,
MOTISONS,12.77,0.0754,0.65,4.98,8.67,13.01,Jewellery,0.65,489.54,63.71,,11.13,37.65,499.07,572.65,15.71,100.176,
MOTOGENFIN,66.02,0.0,37.9,57.41,3.38,2145.3,RENTAL,37.9,6.84,146.78,,47.86,,222.33,306.66,156.18,3.8727,
MPHASIS,17.34,0.1669,97.82,563.01,1.38,11.73,,97.54,15879.65,1862.6,,10.47,1792.88,10743.71,17781.92,1122.92,19.0827,
MPSLTD,31.95,0.101,75.01,232.82,2.53,29.04,,74.98,438.26,127.26,,24.55,40.25,398.36,518.3,19.76,1.711,
MRF,11.57,0.1129,5720.39,49468.75,1.65,7.79,The Company is dealing mainly in rubber products and has no other reportable segment,5720.39,31149.01,2426.1,,7.59,2367.05,20974.75,31953.51,304.59,0.424,
MRPL,13.56,1.0096,10.98,81.0,1.14,1.83,Downstream Petroleum Sector,10.98,105155.49,1924.58,,4.33,14333.7,14196.87,44481.23,564.48,175.26,
MSPL,3.28,0.3017,0.6,18.18,1.17,1.19,Manufacturing,0.56,2842.96,33.77,,1.95,310.91,1030.5,1727.57,4.49,56.6797,
MSTCLTD,24.16,0.1604,31.03,128.4,1.49,59.09,,31.03,369.66,218.43,,10.86,145.0,903.94,2010.71,553.72,7.04,
MSUMI,28.92,0.1079,0.94,3.26,1.62,5.45,Wiring Harness & its Components,0.94,11477.58,625.18,,13.17,233.17,2161.71,4745.7,66.24,663.17,
MTARTECH,11.43,0.4489,30.57,267.43,1.55,10.73,Operating Segment,30.57,876.21,94.03,,5.39,369.22,822.59,1743.42,1.0,3.0759,
MTEDUCARE,60.67,-25.5985,-0.43,-0.71,0.51,-8.66,Coaching,-0.43,36.14,-3.13,,-1.22,132.01,-5.16,255.67,5.2,7.2228,
MTNL,10.37,-1.1824,-49.32,-475.55,0.35,-324.9,,-49.32,956.37,-3107.24,,-30.84,35425.26,-29959.74,10075.65,137.4,63.0,
MUFIN,4.92,0.0,1.64,29.0,,13.44,Investment and Credit,1.64,210.29,28.26,,1.39,,574.69,2027.5,149.17,19.8162,
MUFTI,10.81,0.0,7.26,67.09,3.27,8.01,Retailing of men’s casual wear,7.25,592.1,47.42,,5.91,,438.6,801.93,52.45,6.537,
MUKANDLTD,39.69,1.1146,41.81,105.34,1.38,12.36,,41.81,4889.83,604.15,,14.82,1696.71,1522.31,4077.02,15.72,14.451,
MUKKA,10.8,1.452,1.74,17.63,1.23,3.94,Single segment,1.74,1449.45,57.09,,3.52,767.77,528.77,1621.13,12.88,30.0,
MUKTAARTS,21.6,-1.098,-5.24,-24.19,0.61,-6.79,,-5.24,173.91,-11.8,,-4.85,59.98,-54.62,243.28,2.6,2.2585,
MUNJALAU,9.89,0.5356,4.02,46.66,1.26,2.01,,4.02,2295.15,46.15,,3.17,249.92,466.61,1455.29,11.73,10.0,
MUNJALSHOW,3.23,0.0,5.47,169.52,3.72,1.66,Auto components for two wheeler and four wheeler industry,5.47,1315.42,21.87,,2.53,,678.03,864.94,0.98,3.9996,
MURUDCERA,2.84,0.3687,1.82,62.78,1.4,5.26,,1.82,205.47,10.8,,1.75,140.14,380.09,615.9,1.5,6.0545,
MUTHOOTCAP,1.67,0.0494,6.79,407.61,,1.8,Income from Vehicle Loans,6.79,620.55,11.17,,0.28,,670.42,4055.61,364.86,1.6447,
MUTHOOTFIN,26.67,0.0367,263.79,990.73,,33.99,FINANCING,263.79,31209.23,10606.87,,5.42,,39774.45,195753.99,12614.0,40.1468,
MUTHOOTMF,5.97,0.0334,10.16,170.14,,7.19,MFI,10.15,2369.57,170.27,,1.34,,2854.31,12684.81,701.15,16.7767,
MVGJL,13.8,0.5508,23.54,170.6,1.79,4.19,The Company is engaged in the retail Jewellery business.,23.54,2744.03,114.98,,6.17,458.98,833.36,1864.86,108.59,4.885,
MWL,16.41,0.7626,16.87,102.85,1.51,4.15,STEEL,16.87,1207.98,50.14,,5.4,232.97,305.48,928.66,1.36,2.9701,
NACLIND,0.67,0.441,0.21,29.16,1.27,0.29,AGRI INPUTS,0.21,1584.46,4.57,,0.34,301.18,682.92,1363.93,2.69,23.42,
NAGAFERT,-0.0,-0.0066,-0.26,-15.75,0.24,,FERTILIZERS,-0.26,0.0,0.0,,0.0,6.22,-941.81,286.02,8.15,59.8065,
NAGREEKCAP,25.99,0.0,5.88,22.62,,14.95,Non-Banking Finance Company,5.88,49.6,7.42,,5.12,,28.54,144.82,1.08,1.2615,
NAGREEKEXP,1.92,1.0851,0.98,52.14,1.38,0.6,Textile,0.98,511.18,3.06,,0.8,172.78,159.23,381.96,1.77,3.054,
NAHARCAP,3.93,0.0,37.71,960.06,,130.83,,37.71,48.26,63.14,,3.54,,1607.74,1781.99,0.17,1.6746,
NAHARINDUS,4.92,0.6537,11.88,241.4,1.85,3.65,,11.88,1408.45,51.34,,2.7,681.79,1043.0,1900.21,20.76,4.3206,
NAHARPOLY,9.1,0.0911,32.06,352.52,2.04,11.2,BOPP FILMS,32.06,704.2,78.84,,7.88,78.95,866.77,999.93,0.12,2.4588,
NAHARSPING,1.44,0.6501,6.92,419.27,1.71,0.68,TEXTILES,6.92,3217.92,21.82,,0.81,982.97,1512.12,2693.22,1.21,3.6065,
NAM-INDIA,32.83,0.0,24.05,73.01,,56.46,The Company is in the business of providing asset management services to the fund and portfolio management service to clients. The primary segment is identified as asset management services. As such the Company’s financial statements is largely reflective of the asset management business and there is no separate reportable segment.,23.63,2708.74,1529.38,,29.45,,4659.14,5192.28,16.58,63.812,
NARMADA,6.5,0.1702,1.02,15.64,5.09,4.92,Agriculture produces,1.02,78.39,3.86,,5.34,10.1,59.34,72.25,0.18,3.7936,
NATCAPSUQ,-10.51,0.4871,-23.84,225.99,1.03,-13.17,,-23.78,187.2,-24.66,,-5.81,114.34,234.72,424.16,0.22,1.0386,
NATCOPHARM,14.98,0.0826,71.55,477.8,2.76,35.65,Pharmaceuticals,71.55,3594.6,1281.5,,12.46,706.4,8552.6,10287.4,11.5,17.9,
NATHBIOGEN,6.12,0.2035,20.98,358.06,1.97,9.35,SEED CULTIVATION,20.98,445.1,41.63,,3.79,138.5,680.46,1097.42,76.0,1.9004,
NATIONALUM,26.83,0.0,31.56,117.63,3.6,32.49,,31.56,17843.05,5797.01,,21.84,,21603.71,26544.4,153.45,183.664,
NAUKRI,4.37,0.0,22.39,622.58,2.47,53.67,,22.36,3284.73,1762.84,,3.71,0.43,40369.44,47559.48,365.42,64.842,
NAVA,21.25,0.0086,32.19,151.41,6.64,47.33,,32.19,1924.73,910.93,,19.77,36.93,4286.93,4607.6,30.32,28.3127,
NAVINFLUOR,16.69,0.3085,130.67,775.53,2.61,20.02,Chemicals,130.47,3313.9,663.55,,10.4,1226.35,3974.58,6379.12,22.55,5.125,
NAVKARCORP,1.54,0.0861,2.0,130.08,1.6,4.39,Container Freight Stations and Inland Container Depot Operations and Related Activities,2.0,687.46,30.15,,1.36,168.5,1957.95,2210.38,14.75,15.0519,
NAVKARURB,1.84,0.0359,0.03,1.42,2.84,12.58,Civil works  and Building,0.03,23.36,2.94,,1.33,5.74,159.8,221.58,3.03,112.209,
NAVNETEDUL,17.58,0.0172,32.0,95.41,3.59,21.44,,32.0,17.21,3.69,,14.38,0.36,20.99,25.66,0.63,0.22,
NAZARA,2.31,0.0314,2.62,95.86,2.05,4.48,,2.62,1828.98,81.94,,1.87,111.51,3551.7,4371.18,174.64,37.05,
NBCC,23.09,0.0,2.67,11.91,1.18,5.76,,2.67,12888.61,742.45,,4.56,,3215.49,16273.78,3487.4,270.0,
NBIFIN,0.47,0.0,42.06,8929.04,,62.59,NBFC,42.06,19.86,12.43,,0.46,,2638.35,2725.84,0.88,0.2955,
NCC,9.02,0.4306,10.76,127.88,1.36,3.48,,10.76,20823.0,723.96,,2.78,3457.0,8029.12,26006.07,642.15,62.785,
NCLIND,10.15,0.2516,21.62,207.86,1.13,6.71,,21.62,1422.08,95.39,,6.06,236.57,940.2,1574.31,3.31,4.5233,
NDGL,-0.76,0.0,-93.33,13745.31,,-2.26,,-93.33,463.3,-10.47,,-0.57,,1374.53,1824.66,43.74,0.1,
NDL,5.09,0.1802,0.23,4.52,2.25,1.15,Textiles,0.23,2871.87,33.13,,3.21,117.34,651.18,1031.61,3.54,144.1473,
NDLVENTURE,1.54,0.0,0.27,17.61,11.48,,Other Financial Services,0.27,0.0,0.91,,1.4,,59.29,65.15,5.53,3.3672,
NDRAUTO,17.32,0.0,26.04,150.39,1.22,7.53,Manufacture of seat structure and seat covers,26.04,822.54,61.94,,11.0,,357.72,563.02,15.1,2.3785,
NDTV,1067.72,-9.9072,-35.49,-2.58,0.89,-91.11,Broadcasting,-35.49,340.89,-310.6,,-47.27,288.2,-29.09,657.03,7.96,11.2825,
NECCLTD,3.41,0.5479,0.78,22.7,2.61,2.52,Transportation,0.78,308.04,7.75,,2.08,124.37,226.99,372.34,9.58,10.0,
NECLIFE,-50.3,0.0,-13.4,29.97,9.71,,Pharmaceutical Business Segment,-13.4,0.0,-292.89,,-47.12,,582.3,621.61,,19.4261,
NELCAST,8.08,0.4291,5.57,68.89,1.31,3.65,IRON CASTINGS,5.57,1328.4,48.43,,4.04,257.19,599.35,1198.7,84.77,8.7001,
NELCO,4.83,0.0,2.67,55.28,0.77,3.08,Networking system,2.67,197.7,6.09,,2.62,,126.15,232.39,19.39,2.282,
NEOGEN,3.52,1.6293,10.9,309.42,1.17,3.34,Specialty Chemicals,10.9,861.96,28.75,,0.99,1329.89,816.25,2901.87,4.94,2.638,
NEPHROPLUS,-0.83,0.0121,-0.89,96.76,4.27,-1.28,Healthcare,-0.89,629.74,-8.06,,-0.71,11.72,970.91,1135.05,93.68,10.034,
NESCO,13.77,0.0,58.58,425.33,2.63,44.28,,58.88,932.06,412.74,,11.19,,2996.42,3688.92,14.32,7.045,
NESTLEIND,67.85,0.0047,18.15,26.74,0.96,15.11,Foods,18.15,23154.6,3499.08,,26.54,24.44,5156.97,13182.49,1320.57,192.83,
NETWEB,28.46,0.3756,36.3,127.03,1.44,9.43,Computer and Computer Servers,36.3,2183.56,205.82,,9.13,271.67,723.3,2254.93,365.52,5.694,
NETWORK18,3.11,0.0063,0.99,32.59,0.26,7.32,Media Operations,0.99,2120.82,155.2,,1.73,3112.84,4987.02,8995.7,38.51,153.042,
NEUEON,-148.12,0.1906,-5.77,3.89,4.03,-2042.07,Manufacturing,-5.77,15.97,-326.18,,-122.52,41.98,220.22,266.24,1.41,56.5446,
NEULANDLAB,19.46,0.1054,283.01,1446.34,2.06,17.95,Manufacturing of Active Pharmaceuticals,283.01,2022.99,363.11,,12.4,196.61,1865.85,2928.34,75.31,1.29,
NEWGEN,16.91,0.0,21.38,125.91,3.7,19.09,,21.24,1574.4,300.58,,12.31,,1777.35,2442.47,103.53,14.1159,
NEXTMEDIA,14.93,-1.1007,-0.79,-5.29,5.2,,Radio Broadcasting,-0.79,0.0,-5.28,,-144.26,38.92,-35.36,3.66,0.01,6.689,
NFL,7.44,0.0139,4.31,57.91,1.01,0.98,,4.31,21514.18,211.49,,1.8,3959.25,2840.98,11724.31,55.18,49.058,
NGIL,5.19,0.4464,0.88,16.51,2.04,3.46,Agro Segment,0.88,43.46,1.5,,3.36,12.93,28.96,44.71,0.05,1.7538,
NGLFINE,14.62,0.0037,77.9,532.91,1.84,9.61,Pharmaceuticals,77.9,500.95,48.13,,8.82,108.43,329.23,545.5,2.81,0.6178,
NH,19.37,0.0076,24.77,127.1,1.47,12.66,Medical and Healthcare Related Services. Since the Company has a single operating segment| disclosure pertaining to segments as per Reg 33(1)(e) read with clause (L) of Part A of Schedule IV of SEBI regulations is not applicable,24.77,3975.14,503.11,,9.28,1838.54,2597.43,5423.54,180.29,20.4361,
NHPC,8.72,0.0131,3.75,48.19,1.04,36.34,Generation of Electricity,3.75,11615.29,4220.46,,3.52,52133.94,48404.85,120010.89,1961.15,1004.503,
NIACL,,,,,0.58,,,,,,,,,,78166.25,,,
NIBE,0.02,0.3011,3.88,238.27,1.49,0.01,,3.41,474.45,0.06,,0.01,107.21,356.0,652.96,24.62,1.4941,
NIBL,58.28,-2.6438,-12.42,-21.32,0.77,-39.81,Bearing Industry,-12.42,75.62,-30.11,,-24.25,136.57,-51.66,124.13,0.18,2.423,
NIITLTD,-1.0,0.0003,-0.77,76.84,9.59,-8.67,Education & Training Services,-0.78,121.1,-10.5,,-0.93,0.34,1048.02,1126.0,1.31,13.639,
NIITMTS,16.06,0.1733,18.09,112.19,1.73,12.69,Education & Training Services,17.66,1951.98,247.72,,8.09,267.39,1542.89,3060.4,394.31,13.752,
NILAINFRA,12.43,0.1265,0.59,4.76,1.1,7.22,Construction & Development of Infrastructure Projects,0.59,322.71,23.29,,2.61,23.69,187.33,893.51,0.28,39.3889,
NILASPACES,16.82,0.457,0.73,4.34,2.69,15.54,Construction and Development of Building for Sale and Other Real Estate Activities,0.73,185.02,28.76,,7.89,78.12,170.93,364.44,7.03,39.3889,
NILKAMAL,7.17,0.0017,70.45,982.58,2.25,2.85,,70.45,3686.39,105.13,,4.4,255.87,1466.26,2391.44,53.16,1.4923,
NIMBSPROJ,-27.59,0.8462,-45.55,165.07,1.26,-38.46,REAL ESTATE,-45.55,228.76,-87.99,,-7.22,269.84,318.9,1218.67,32.53,1.9319,
NINSYS,34.94,0.0206,17.23,49.33,2.86,18.81,Software services,17.23,170.17,32.01,,22.17,1.89,91.63,144.37,0.11,1.8576,
NIPPOBATRY,-8.68,0.1118,-35.12,410.12,2.02,-5.9,,-35.12,452.47,-26.69,,-6.2,34.39,307.59,430.66,5.84,0.75,
NIRAJ,7.95,0.2859,3.54,44.55,2.02,3.9,Engineer & Contractors,3.54,542.03,21.14,,4.52,76.02,265.92,467.34,31.88,5.9694,
NIRAJISPAT,10.2,0.2857,27.07,265.5,14.92,44.85,Manufacturing of poly Buttons,27.07,3.62,1.62,,7.5,4.55,15.93,21.67,0.01,0.06,
NITCO,7.86,0.8345,1.26,15.16,2.01,5.29,,1.19,542.0,28.65,,2.63,304.19,364.51,1090.21,31.37,24.0516,
NITINFIRE,30.8,0.0936,0.41,1.32,1.91,48.93,Trading and servicing in fire fighting projects and equipments,0.41,24.22,11.85,,19.04,3.6,38.49,62.26,0.61,29.2269,
NITINSPIN,12.07,0.7646,31.58,261.6,1.53,5.52,TEXTILE,31.58,3213.87,177.55,,6.09,1124.5,1470.73,2914.61,2.95,5.622,
NITIRAJ,1.29,0.0,1.03,80.32,6.59,2.29,Weighing Scale,1.03,46.41,1.06,,1.14,,82.34,93.16,3.32,1.0251,
NIVABUPA,,,,,0.34,,,,,,,,,,3451.92,,,
NKIND,0.84,-0.0,-4.61,-580.56,8.08,-122.6,Non - edible oil industries,-4.61,2.4,-2.94,,-1.03,,-348.91,286.48,0.61,0.601,
NLCINDIA,14.91,0.0129,25.4,182.27,0.8,21.55,,25.4,17489.53,3769.46,,5.78,27801.94,25274.01,65202.26,711.48,138.664,
NMDC,21.93,0.1736,8.44,38.49,2.43,23.52,,8.44,31553.7,7421.24,,15.45,5874.1,33835.62,48019.14,124.21,879.18,
NOCIL,3.61,0.0,3.84,106.17,4.28,4.92,Company is primarily engaged in the business of manufacture of Rubber Chemicals| which in the context of Indian Accounting Standard (Ind AS) 108 on ' Operating Segments '| constitutes a single reportable segment.,3.83,1302.97,64.09,,3.04,,1773.2,2106.24,30.65,16.702,
NOIDATOLL,-217.91,-3.4326,1.46,-0.67,1.01,63.54,Construction,1.46,42.87,27.24,,25.56,42.91,-12.5,106.56,0.17,18.6195,
NORBTEAEXP,-1.57,0.4692,-0.2,12.11,0.71,-3.65,TEA BUSINESS,-0.2,8.07,-0.29,,-0.97,8.83,18.82,30.47,0.19,1.5544,
NORTHARC,11.02,0.0313,26.57,240.98,,16.29,Financing Business,26.39,2634.3,429.15,,2.58,,3893.48,16652.96,225.11,16.1572,
NOTLISTED,-7.12,0.2344,-0.23,3.19,1.28,-0.84,Segment reporting as per Ind-As 108 is not applicable as management has determined that the group is involved in activity of trading either in physical commodities or derivatives in exchanges with other allied activities and operates under single chief operating decision maker.,-0.23,188.44,-1.58,,-4.69,5.21,22.22,33.76,2.54,6.9749,
NOVAAGRI,5.52,0.2166,1.43,25.14,2.65,4.91,Agri input Industry,1.43,261.59,12.84,,3.72,50.39,232.61,345.18,0.27,9.252,
NPST,9.25,0.0125,20.58,,7.41,20.95,Software and Payment Solution to Banking and Finance Sector,20.58,194.9,40.83,,8.03,5.52,441.2,508.26,277.37,,
NRAIL,5.36,0.9675,25.68,479.11,1.15,2.04,PAPER,25.68,2145.45,43.7,,2.15,788.91,815.4,2031.45,3.43,1.7019,
NRBBEARING,14.81,0.1536,15.61,101.45,2.26,10.91,BEARING,14.73,1335.15,145.63,,10.74,151.04,983.04,1355.62,24.24,9.69,
NRL,11.21,0.2274,2.06,21.29,5.28,7.63,NON FERROUS METALS,2.06,215.94,16.48,,8.33,33.43,147.02,198.01,6.87,6.9069,
NSIL,0.37,0.0,110.37,29631.75,,56.05,,110.37,101.15,56.69,,0.33,,15219.46,17184.47,4.86,0.5136,
NSLNISP,0.45,0.35,0.2,44.95,0.53,0.43,STEEL PRODUCTS,0.2,13641.81,58.72,,0.21,4601.94,13173.2,28237.28,8.87,293.061,
NTPC,13.05,0.0132,27.9,217.76,0.82,14.7,,27.9,187384.63,27545.76,,4.93,267258.2,211153.06,558643.56,3421.63,969.667,
NTPCGREEN,2.72,0.0154,0.62,22.77,0.24,18.24,Power Generation,0.62,2858.42,521.35,,0.86,29258.18,19189.23,60381.79,101.61,842.633,
NUCLEUS,12.86,0.0,44.35,344.64,2.09,13.33,,44.35,876.03,116.74,,9.22,,907.45,1266.13,80.01,2.633,
NURECA,1.15,0.0001,2.11,189.44,8.32,1.42,Home Healthcare and Wellness Products,2.11,146.96,2.08,,1.06,0.72,180.76,196.16,1.46,0.9542,
NUVAMA,25.23,0.028,57.59,226.48,,22.46,,56.06,4630.69,1040.26,,3.02,,4123.15,34491.27,580.98,18.205,
NUVOCO,3.52,0.0044,10.07,286.39,0.45,3.17,,10.07,11338.29,359.77,,1.77,4540.77,10228.77,20299.02,88.11,35.716,
NYKAA,13.58,0.4974,0.7,5.25,1.16,2.03,,0.7,10022.35,203.94,,4.42,747.21,1502.1,4611.38,177.2,286.33,
OAL,0.5,0.605,0.98,197.46,1.6,0.32,Chemical,0.0,1030.78,3.31,,0.28,402.06,664.53,1194.49,13.13,3.3654,
OBCL,-9.33,0.859,-3.71,39.81,1.73,-2.25,,-3.71,347.21,-7.83,,-4.56,72.09,83.93,171.65,4.17,2.1083,
OBEROIRLTY,13.99,0.0016,68.96,492.89,3.99,41.73,,68.96,6009.06,2507.43,,9.9,2816.23,17921.63,25328.48,175.68,36.36,
OCCLLTD,11.06,0.1951,9.55,86.34,1.81,9.43,CHEMICALS,9.55,505.9,47.71,,7.93,84.13,431.27,601.65,3.81,4.995,
ODIGMA,-2.03,0.0,-0.35,17.09,4.89,-2.55,,-0.34,42.45,-1.08,,-1.73,,53.42,62.68,0.82,3.1258,
OFSS,33.72,0.0,303.54,899.6,5.44,34.4,,302.11,7672.1,2639.3,,26.57,,7826.5,9933.9,1488.2,8.7,
OIL,11.83,0.5636,40.7,392.24,1.09,20.38,,40.7,37049.55,7550.67,,6.1,35958.87,63802.19,123848.04,1323.36,162.661,
OILCOUNTUB,-31.14,0.126,-12.01,37.97,3.67,-87.71,,-10.58,70.09,-61.48,,-19.59,24.88,197.42,313.77,8.09,5.1989,
OLAELEC,-1.03,0.0294,-0.26,24.76,2.79,-4537.75,Trading of electric 2W chargers and related accessories & products,-0.26,2.49,-112.99,,-1.0,321.27,10922.07,11305.04,193.38,441.083,
OLECTRA,14.56,0.3084,21.62,150.23,1.58,7.76,,21.62,2312.17,179.53,,6.99,380.29,1233.07,2567.11,9.63,8.2081,
OMAXAUTO,10.68,0.1351,17.32,162.13,1.71,7.65,MANUFACTURING & SUPPLY OF SHEET METAL COMPONENTS,17.32,484.5,37.04,,7.36,46.85,346.77,503.22,28.12,2.1388,
OMAXE,78.07,-1.5967,-38.1,-48.8,0.97,-55.59,Real Estate,-38.1,1253.4,-696.8,,-4.22,1425.17,-892.57,16522.32,490.38,18.29,
OMFREIGHT,7.73,0.2352,4.9,61.62,1.57,3.36,Third-Party Logistics Provider,4.9,476.92,16.04,,4.17,48.82,207.54,384.32,35.83,3.368,
OMINFRAL,2.54,0.0011,2.14,83.91,1.5,4.11,,2.14,500.06,20.56,,1.4,85.62,808.04,1464.3,22.23,9.6304,
OMNI,11.67,0.5853,7.45,54.96,1.92,15.52,Manuracturing of High Precision Machine components and assemblies,7.45,511.3,79.34,,6.32,397.81,679.7,1254.78,163.8,12.3666,
OMPOWER,29.22,0.3481,15.53,51.35,1.55,8.91,Single segment,15.53,449.16,40.02,,11.71,47.67,136.94,341.86,2.99,2.667,
ONELIFECAP,7.48,0.4242,1.47,19.68,1.37,60.34,,1.47,9.11,5.5,,3.13,31.19,73.54,175.61,19.16,3.736,
ONEPOINT,8.26,0.3454,1.46,17.59,2.64,12.19,BUSINESS PROCESS MANAGEMENT SERVICES,1.45,313.38,38.21,,4.57,159.73,462.42,836.82,55.01,26.2937,
ONESOURCE,-1.27,0.2189,-6.44,508.75,0.99,-5.19,Pharma,-6.44,1421.59,-73.8,,-0.9,1276.3,5831.29,8210.01,35.68,11.462,
ONGC,12.15,0.0035,32.93,325.66,0.84,7.52,,32.93,662247.32,49793.1,,6.29,142055.1,409693.28,791905.18,1554.39,1258.028,
ONMOBILE,-1.84,0.1074,-1.07,58.83,1.16,-2.22,Mobile entertainment service,-1.07,516.85,-11.49,,-1.17,67.19,625.5,980.88,84.25,10.6321,
ONWARDTEC,15.03,0.0,14.25,95.31,3.06,7.72,Digital and ER&D Services,14.17,416.77,32.16,,10.22,,213.91,314.75,28.86,2.2444,
OPTIEMUS,8.03,0.373,7.52,92.69,1.45,3.73,,7.39,1768.62,66.01,,3.59,306.65,822.02,1838.17,31.86,8.8689,
ORBTEXP,10.61,0.0154,12.31,115.97,2.86,14.12,,12.29,230.96,32.61,,8.75,4.74,307.46,372.69,3.03,2.6511,
ORCHASP,0.86,0.0,0.0,3.52,1.48,4.95,Software Development and Services,0.0,21.26,1.05,,0.45,,121.81,232.04,0.31,34.6425,
ORCHPHARMA,1.6,0.2776,4.05,253.91,2.45,2.53,Pharmaceuticals,4.05,811.33,20.55,,1.08,357.48,1287.79,1910.91,7.01,5.0719,
ORICONENT,2.24,0.0027,1.64,73.34,9.14,61.09,,1.64,42.15,25.75,,2.09,3.15,1151.8,1233.37,8.44,15.7048,
ORIENTALTL,1.8,0.0287,0.38,13.57,3.05,8.47,Flooring Segment & Stone Articles,0.38,21.18,1.79,,1.3,2.87,99.78,137.96,0.67,7.3507,
ORIENTBELL,3.78,0.001,8.46,223.53,1.68,1.8,Ceramic Tiles and Allied Products,8.42,691.45,12.43,,2.37,29.68,328.82,523.8,10.38,1.471,
ORIENTCEM,15.74,0.0179,16.44,104.44,1.95,12.09,Manufacturing and Sale of Cement,16.44,2793.12,337.69,,10.78,38.41,2145.87,3133.4,16.16,20.546,
ORIENTCER,7.24,0.131,1.83,25.24,3.07,5.42,,1.83,403.6,21.86,,5.26,39.61,302.06,415.64,7.93,11.9652,
ORIENTELEC,12.61,0.0347,4.49,35.62,1.42,2.88,,4.49,3326.39,95.84,,5.75,26.41,760.1,1666.61,31.91,21.34,
ORIENTHOT,8.92,0.1266,3.8,42.67,0.58,13.76,Hoteliering,3.8,493.84,67.95,,6.92,96.51,762.06,981.45,10.39,17.86,
